Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,km/year,Brand,Model
Kochi,2016,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,332000.0,8,7601.625,Chevrolet,Beat LT
Mumbai,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,360000.0,12,3750.0,Volkswagen,Polo Diesel Comfortline 1.2L
Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,680000.0,8,8000.0,Maruti,Swift ZDi
Kolkata,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5.0,250000.0,12,3440.3333333333335,Ford,Figo Diesel EXI
Kochi,2019,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,1964000.0,5,2833.0,Toyota,Innova Crysta 2.8 GX AT
Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,700000.0,13,5153.846153846154,Hyundai,Santa Fe 4x4 AT
Kolkata,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,387000.0,13,2505.5384615384614,Honda,City i-VTEC V
Kochi,2018,14960,Petrol,Manual,First,18.6,1197.0,81.83,5.0,627000.0,6,2493.3333333333335,Hyundai,i20 1.2 Magna Executive
Kochi,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,1812000.0,9,6220.0,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C
Mumbai,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5.0,265000.0,11,6727.272727272727,Chevrolet,Beat Diesel LT
Kochi,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5.0,720000.0,9,6316.333333333333,Hyundai,i20 Sportz 1.4 CRDi
Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1430000.0,9,13486.0,Toyota,Innova 2.5 Z Diesel 7 Seater
Chennai,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,690000.0,11,4727.272727272727,Maruti,Ertiga VDI
Mumbai,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1075000.0,10,11800.0,Toyota,Innova 2.5 V Diesel 7-seater
Kochi,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,809000.0,8,4239.375,Honda,City i VTEC V
Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,1850000.0,10,8200.2,BMW,X1 sDrive20d
Mumbai,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,475000.0,7,4714.285714285715,Hyundai,Grand i10 CRDi Era
Chennai,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,844999.9999999999,8,4250.0,Maruti,Ciaz 1.3 Alpha
Kolkata,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,350000.0,12,4583.333333333333,Skoda,Rapid Leisure 1.6 TDI MT
Kochi,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,180000.0,18,8918.777777777777,Hyundai,Accent CRDi
Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,370000.0,10,6000.0,Volkswagen,Polo GT 1.5 TDI
Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,717000.0,7,7082.142857142857,Honda,Jazz 1.2 VX i VTEC
Jaipur,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,175000.0,14,5928.571428571428,Hyundai,i10 Era
Pune,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,1864999.9999999998,7,6142.857142857143,Toyota,Innova Crysta 2.4 ZX MT
Jaipur,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,185000.0,13,2692.3076923076924,Maruti,Omni MPI CARGO BSIII W/ IMMOBILISER
Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,595000.0,7,3981.714285714286,Maruti,Swift VXI BSIV
Mumbai,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,375000.0,10,1651.4,Hyundai,Grand i10 Magna
Pune,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,375000.0,12,10000.0,Maruti,Swift VDI
Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,260000.0,16,8954.6875,Hyundai,Verna CRDi 1.6 SX
Mumbai,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,280000.0,14,3714.285714285714,Hyundai,i20 1.2 Sportz
Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,1800000.0,10,5700.0,Mercedes-Benz,New C-Class C 220 CDI CLASSIC
Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,434999.99999999994,10,8850.0,Maruti,Ritz ZDi
Bangalore,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1375000.0,8,3500.0,Hyundai,Creta 1.6 CRDi SX
Pune,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,200000.0,14,4785.714285714285,Maruti,A-Star Vxi
Delhi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,1000000.0,8,3250.0,Renault,Duster 110PS Diesel RXZ Option
Delhi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,165000.0,14,8571.42857142857,Fiat,Grande Punto 1.3 Emotion Pack (Diesel)
Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,325000.0,14,2571.4285714285716,Hyundai,i10 Sportz
Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1280000.0,8,5875.0,Toyota,Innova 2.5 G4 Diesel 7-seater
Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,55000.00000000001,22,2727.2727272727275,Maruti,Zen VXI BSII
Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,715000.0,6,5170.833333333333,Maruti,Swift VDI
Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,700000.0,11,9545.454545454546,Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV
Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,375000.0,7,17414.285714285714,Tata,Zest Quadrajet 1.3 75PS XE
Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,850000.0,7,3242.1428571428573,Ford,EcoSport 1.0 Ecoboost Titanium Plus
Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,434999.99999999994,12,6083.333333333333,Maruti,Swift Dzire ZDI
Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,326000.0,8,4028.375,Maruti,Alto 800 LXI
Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,421000.0,13,4230.7692307692305,Honda,City 1.5 S MT
Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,295000.0,15,3200.0,Skoda,Laura 1.9 TDI AT Ambiente
Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,428000.0,12,4525.666666666667,Hyundai,Verna 1.6 SX VTVT (O)
Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,357000.0,15,5229.466666666666,Honda,City 1.5 V AT
Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,311000.0,11,4181.818181818182,Hyundai,i20 Magna Optional 1.4 CRDi
Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,596000.0,10,4505.1,Hyundai,i20 Sportz AT 1.4
Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,470000.0,13,5307.692307692308,Volkswagen,Vento Diesel Highline
Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,690000.0,10,4900.0,Honda,City i VTEC VX
Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,525000.0,6,7500.0,Tata,Zest Quadrajet 1.3 75PS XE
Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,135000.0,15,4000.0,Maruti,Wagon R LXI Minor
Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,484999.99999999994,9,6908.666666666667,Honda,Jazz VX
Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,670000.0,12,4833.833333333333,Volkswagen,Jetta 2007-2011 2.0 TDI Comfortline
Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,310000.0,14,5285.714285714285,Hyundai,i10 Magna 1.2
Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,1864000.0,9,8641.222222222223,Mercedes-Benz,New C-Class C 220 CDI Avantgarde
Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,280000.0,12,3772.9166666666665,Hyundai,i10 Magna 1.2 iTech SE
Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,826000.0,14,7785.714285714285,Toyota,Innova 2.5 VX (Diesel) 7 Seater
Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,389000.0,9,3553.1111111111113,Volkswagen,Polo Petrol Trendline 1.2L
Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,210000.0,13,5384.615384615385,Maruti,Alto K10 LXI
Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,1269000.0,7,2142.8571428571427,Honda,City i-VTEC CVT ZX
Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,258000.0,11,5376.181818181818,Tata,Indigo LX
Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,425000.0,10,7781.5,Maruti,Celerio VXI AT
Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,365000.0,13,8355.846153846154,Volkswagen,Vento Diesel Trendline
Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,204999.99999999997,12,5982.583333333333,Maruti,Omni 8 Seater BSIV
Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,313000.0,12,7660.916666666667,Honda,Brio 1.2 VX MT
Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,150000.0,24,6583.333333333333,Tata,Sumo Delux
Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,285000.0,12,7598.583333333333,Tata,Indica Vista Aura 1.3 Quadrajet
Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,265000.0,12,5416.666666666667,Maruti,Wagon R LXI BS IV
Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1060000.0,9,9825.333333333334,Mahindra,XUV500 W8 4WD
Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,125000.0,16,8625.0,Tata,Indigo LS Dicor
Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,825000.0,6,3000.0,Maruti,Ertiga Paseo VXI
Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,445000.0,13,4615.384615384615,Honda,Accord 2.4 A/T
Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,370000.0,12,4000.0,Maruti,Swift Dzire VDi
Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,280000.0,15,10666.666666666666,Ford,Fiesta EXi 1.4 TDCi Ltd
Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,180000.0,16,2500.0,Honda,City ZX GXi
Pune,2008,42496,CNG,Manual,First,26.3,998.0,67.1,5.0,140000.0,16,2656.0,Maruti,Zen Estilo LXI Green (CNG)
Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,550000.0,12,6916.666666666667,Hyundai,i20 1.4 CRDi Asta
Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,295000.0,15,2466.6666666666665,Hyundai,i10 Sportz AT
Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,686000.0,8,3562.875,Honda,Jazz 1.2 V CVT i VTEC
Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,615000.0,9,8499.555555555555,Maruti,Swift VDI BSIV
Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,330000.0,13,6088.615384615385,Hyundai,i20 Asta 1.2
Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,254999.99999999997,13,2461.5384615384614,Volkswagen,Polo Petrol Comfortline 1.2L
Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,150000.0,15,2333.3333333333335,Maruti,Alto LXi
Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,250000.0,20,5250.0,Toyota,Corolla H4
Chennai,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,140000.0,18,3111.1111111111113,Maruti,Alto LXi
Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,340000.0,12,6083.333333333333,Tata,Manza ELAN Quadrajet BS IV
Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,225000.0,12,3166.6666666666665,Maruti,Alto LXi
Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,280000.0,16,5000.0,Toyota,Corolla H4
Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,766000.0,8,3121.625,Hyundai,i20 Asta Option 1.2
Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,715000.0,8,5625.0,Maruti,Vitara Brezza LDi
Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,350000.0,14,6245.0,Honda,City 1.5 V MT
Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,350000.0,10,13394.4,Tata,Indica Vista Aqua 1.3 Quadrajet
Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,345000.0,11,5181.818181818182,Honda,Amaze S i-Dtech
Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,355000.0,8,3488.0,Hyundai,EON D Lite Plus
Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,525000.0,12,6666.666666666667,Hyundai,Verna 1.6 SX
Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,290000.0,11,4300.363636363636,Tata,Manza Club Class Quadrajet90 LS
Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,204999.99999999997,19,5263.1578947368425,Skoda,Octavia RS
Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,375000.0,7,4285.714285714285,Maruti,Alto K10 VXI
Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,675000.0,10,6800.0,Ford,Ecosport 1.5 DV5 MT Titanium Optional
Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,95000.0,13,1615.3846153846155,Chevrolet,Spark 1.0 LS
Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,391000.0,17,7000.0,Honda,CR-V RVi MT
Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,350000.0,11,6363.636363636364,Maruti,Swift LDI
Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,620000.0,8,2250.0,Maruti,Swift Dzire VXi AT
Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,275000.0,13,6384.615384615385,Nissan,Micra Diesel XV
Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,325000.0,9,14444.444444444445,Maruti,Swift Dzire Tour LDI
Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,325000.0,12,5283.333333333333,Ford,Fiesta Classic 1.4 Duratorq CLXI
Kolkata,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,65000.0,21,3095.2380952380954,Maruti,Zen LX
Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,325000.0,10,4500.0,Toyota,Etios GD
Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,290000.0,6,4366.666666666667,Maruti,Alto 800 2016-2019 LXI
Bangalore,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,290000.0,13,846.1538461538462,Maruti,Alto VXi
Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,1775000.0,15,6000.0,BMW,X5 3.0d
Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,825000.0,9,8222.222222222223,Nissan,Teana XV
Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,577000.0,9,4120.111111111111,Hyundai,Grand i10 AT Asta
Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,949000.0,7,5571.428571428572,Maruti,Vitara Brezza ZDi Plus
Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,1295000.0,16,6187.5,Audi,Q7 3.0 TDI Quattro Premium Plus
Chennai,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,100000.0,17,4235.294117647059,Maruti,800 AC
Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,710000.0,9,10333.333333333334,Renault,Duster 85PS Diesel RxL
Mumbai,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,1650000.0,7,842.8571428571429,Toyota,Corolla Altis D-4D GL
Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,320000.0,14,4857.142857142857,Maruti,Ritz VDi
Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,948000.0,7,5096.571428571428,Honda,BRV i-VTEC V CVT
Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,400000.0,9,8256.666666666666,Hyundai,Xcent 1.1 CRDi Base
Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,1177000.0,10,4138.0,Mercedes-Benz,B Class B180
Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,875000.0,8,3500.0,Honda,City i VTEC VX Option
Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,375000.0,13,7229.384615384615,Honda,City 1.5 S MT
Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,250000.0,14,6785.714285714285,Hyundai,Verna Transform VTVT
Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,465000.00000000006,9,5835.111111111111,Honda,Amaze S i-Vtech
Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,325000.0,10,3700.0,Hyundai,EON Magna Plus
Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,310000.0,10,1740.0,Maruti,Wagon R VXI BS IV
Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,391000.0,13,6939.0,Maruti,Ritz LDi
Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,1100000.0,13,6893.538461538462,BMW,3 Series 320d Sedan
Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,350000.0,10,8500.0,Tata,Xenon XT EX 4X2
Chennai,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,1650000.0,10,7927.1,Audi,A3 35 TDI Attraction
Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,92000.0,14,8928.57142857143,Maruti,Alto LX
Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,275000.0,11,4818.181818181818,Maruti,Wagon R LXI BSIII
Pune,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,495000.0,13,3828.3076923076924,Hyundai,Verna 1.6 SX VTVT
Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,725000.0,14,4071.4285714285716,Skoda,Superb Elegance 1.8 TSI AT
Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,1900000.0,11,3209.0,Mercedes-Benz,New C-Class 220 CDI AT
Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,1305000.0,7,4066.285714285714,Mahindra,Scorpio S10 4WD
Pune,2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,850000.0,7,1285.7142857142858,Honda,BR-V i-VTEC S MT
Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,725000.0,14,6578.428571428572,Volvo,S80 2006-2013 D5
Pune,2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,80000.0,19,307.05263157894734,Hyundai,Accent GLE
Jaipur,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,690000.0,7,5750.0,Hyundai,i20 Active SX Petrol
Kolkata,2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,225000.0,9,2311.1111111111113,Hyundai,EON Magna Plus
Kochi,2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,550000.0,6,6720.333333333333,Hyundai,Grand i10 SportZ Edition
Mumbai,2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,434999.99999999994,11,4779.636363636364,Honda,City 1.5 EXI S
Kolkata,2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,225000.0,14,3928.5714285714284,Volkswagen,Polo Petrol Trendline 1.2L
Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,1203000.0,7,3309.0,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,850000.0,13,3846.153846153846,Mercedes-Benz,New C-Class C 200 CGI Avantgarde
Bangalore,2013,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,575000.0,11,3363.6363636363635,Toyota,Etios VD
Delhi,2014,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,320000.0,10,3000.0,Honda,Brio S MT
Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,989000.0,6,2138.5,Maruti,Baleno Alpha Automatic
Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,658000.0,12,11918.083333333334,Skoda,Laura Ambiente 2.0 TDI CR AT
Kochi,2018,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,405999.99999999994,6,2183.6666666666665,Hyundai,EON Era Plus
Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,1337000.0,5,4990.0,Renault,Captur 1.5 Diesel RXL
Kochi,2016,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,374000.0,8,4283.375,Maruti,Alto 800 LXI
Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,145000.0,17,3241.176470588235,Maruti,Wagon R LXI BSII
Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,200000.0,16,2500.0,Honda,City ZX GXi
Kochi,2017,31841,CNG,Manual,First,15.1,1196.0,73.0,5.0,470000.0,7,4548.714285714285,Maruti,Eeco 5 STR With AC Plus HTR CNG
Kolkata,2014,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,375000.0,10,1500.0,Chevrolet,Enjoy 1.4 LS 8
Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,770000.0,8,10344.5,Mahindra,Bolero ZLX
Hyderabad,2014,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,260000.0,10,2060.0,Hyundai,EON D Lite
Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,1377000.0,7,4278.857142857143,Hyundai,Creta 1.6 SX Plus Petrol Automatic
Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,710000.0,7,2142.8571428571427,Volkswagen,Vento 1.6 Comfortline
Pune,2008,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,265000.0,16,3871.125,Honda,Civic 2006-2010 1.8 S AT
Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,250000.0,10,6700.0,Tata,Indica Vista Quadrajet LS
Kochi,2013,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,753000.0,11,5606.545454545455,Mahindra,XUV500 W8 2WD
Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,798000.0,7,3740.714285714286,Hyundai,i20 1.2 Asta Option
Chennai,2011,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,225000.0,13,5153.846153846154,Maruti,Ritz VXi
Chennai,2010,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,385000.0,14,4714.285714285715,Mitsubishi,Cedia Sports
Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1350000.0,9,8987.0,Toyota,Innova 2.5 V Diesel 7-seater
Hyderabad,2016,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,350000.0,8,10027.375,Maruti,Celerio LDi
Delhi,2018,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,892000.0,6,2153.8333333333335,Maruti,S-Cross Delta DDiS 200 SH
Pune,2016,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,720000.0,8,850.0,Hyundai,i20 2015-2017 Asta 1.2
Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,599000.0,12,6895.75,Renault,Duster 110PS Diesel RxL
Pune,2016,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,525000.0,8,6375.0,Hyundai,Xcent 1.1 CRDi S Celebration Edition
Delhi,2014,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,650000.0,10,3146.5,Ford,Ecosport 1.5 DV5 MT Titanium
Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,440000.00000000006,11,6952.363636363636,Volkswagen,Polo Petrol Trendline 1.2L
Kolkata,2017,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,459999.99999999994,7,2000.0,Hyundai,Grand i10 CRDi Magna
Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,295000.0,11,4272.727272727273,Tata,Manza Aqua Quadrajet BS IV
Kolkata,2011,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,326000.0,13,3728.153846153846,Honda,City 1.5 V MT
Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,222000.00000000003,16,2875.0,Hyundai,Santro Xing GLS
Hyderabad,2012,162663,Diesel,Manual,First,12.99,2494.0,100.0,7.0,1050000.0,12,13555.25,Toyota,Innova 2.5 VX (Diesel) 7 Seater
Coimbatore,2017,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,826000.0,7,3591.714285714286,Maruti,Ciaz 1.3 S
Delhi,2013,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,1445000.0,11,6272.727272727273,Toyota,Fortuner 4x4 MT TRD Sportivo
Kolkata,2012,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,550000.0,12,5357.0,Skoda,Yeti Ambition 4X2
Delhi,2015,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,450000.0,9,3000.0,Hyundai,Grand i10 Sportz
